Designator,Mid X,Mid Y,Rotation,Layer
BTN1,38.225,6.85,0.0,top
DC-DC_3.3,9.0,10.15,180.0,top
ESP32,37.705867,10.806728,180.0,top
J1,1.675,4.645,180.0,top
J2,6.175,21.825,0.0,top
J4,32.792367,28.33223,270.0,top
LED1,38.3,13.55,0.0,top
LED2,41.575,19.275,0.0,top
LED3,44.775,13.55,0.0,top
M1,3.792366,29.214232,180.0,top
M2,46.125364,29.257224,0.0,top
PH1,4.975365,25.382229,90.0,top
PH2,36.922364,25.272229,90.0,top
START1,48.5,4.275,180.0,top
